time;Azimut:;Inclinazione:;Rotolio:
62,483154;130,632;0,838;1,670
62,673218;137,727;2,970;-3,140
62,674165;137,727;2,970;-3,140
62,684579;141,663;2,970;-3,140
62,872995;144,708;2,040;-6,222
62,874549;144,708;2,040;-6,222
62,883918;145,042;2,040;-6,222
63,072585;-171,973;1,996;-29,768
63,073800;-171,973;1,996;-29,768
63,084944;179,563;1,996;-29,768
63,272618;-137,036;2,167;-56,162
63,274307;-137,036;2,167;-56,162
63,283579;-147,112;2,167;-56,162
63,471102;-130,378;3,190;-73,189
63,472409;-130,378;3,190;-73,189
63,484185;-140,192;3,190;-73,189
63,670469;-126,412;3,319;-90,019
63,671636;-126,412;3,319;-90,019
63,686295;-133,905;3,319;-90,019
63,870487;-175,164;8,677;-62,396
63,872379;-175,164;8,677;-62,396
63,882618;168,438;8,677;-62,396
64,069368;112,696;9,019;13,579
64,070947;112,696;9,019;13,579
64,085111;111,736;9,019;13,579
64,268643;116,347;5,778;77,878
64,269498;116,347;5,778;77,878
64,283702;120,255;5,778;77,878
64,467973;122,609;7,608;85,744
64,468858;122,609;7,608;85,744
64,483410;129,316;7,608;85,744
64,665103;118,625;10,295;50,402
64,666651;118,625;10,295;50,402
64,683785;121,830;10,295;50,402
64,866277;131,867;10,013;12,590
64,867207;131,867;10,013;12,590
64,884009;141,173;10,013;12,590
65,065251;155,036;10,597;-2,217
65,066650;155,036;10,597;-2,217
65,083559;164,749;10,597;-2,217
65,262889;161,937;-1,631;-4,077
65,263608;161,937;-1,631;-4,077
65,281710;177,418;-1,631;-4,077
65,462711;165,619;-2,261;-0,146
65,463165;165,619;-2,261;-0,146
65,481818;179,971;-2,261;-0,146
65,665265;-176,009;3,248;-1,725
65,666683;-176,009;3,248;-1,725
65,681941;175,967;3,248;-1,725
65,864423;170,216;1,157;0,333
65,866134;170,216;1,157;0,333
65,884884;149,051;1,157;0,333
66,065388;153,341;3,846;-0,453
66,066833;153,341;3,846;-0,453
66,083405;139,891;3,846;-0,453
66,266358;132,902;-1,960;-0,812
66,267785;132,902;-1,960;-0,812
66,282996;128,857;-1,960;-0,812
66,464026;110,167;-13,499;-1,580
66,465295;110,167;-13,499;-1,580
66,484584;113,384;-13,499;-1,580
66,660299;105,834;-17,191;-0,523
66,661303;105,834;-17,191;-0,523
66,681847;110,223;-17,191;-0,523
66,860622;95,789;-24,174;-1,107
66,861819;95,789;-24,174;-1,107
66,882761;97,093;-24,174;-1,107
67,059707;140,528;2,015;-3,617
67,060992;140,528;2,015;-3,617
67,084390;139,450;2,015;-3,617
67,260337;143,901;12,382;-0,640
67,262014;143,901;12,382;-0,640
67,284415;141,019;12,382;-0,640
67,457193;141,019;12,382;-0,640
67,458855;145,928;18,516;-1,902
67,483065;143,713;18,516;-1,902
67,657485;131,797;5,217;-0,328
67,658996;131,797;5,217;-0,328
67,685899;130,486;5,217;-0,328
67,856308;130,486;5,217;-0,328
67,857497;127,903;2,097;-1,201
67,883061;128,029;2,097;-1,201
68,055776;126,764;1,013;-1,212
68,056850;126,764;1,013;-1,212
68,084228;124,217;1,013;-1,212
